"","Address","nearest_hawkers","dist_to_nearest_hawkers","hawkers_1km"
"21","130 ANG MO KIO AVE 3","226H ANG MO KIO STREET 22 KEBUN BARU FOOD CENTRE SINGAPORE 568226","0.406332627134324","3"
"22","128 ANG MO KIO AVE 3","724 ANG MO KIO AVENUE 6 MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6) SINGAPORE 560724","0.361973715503437","4"
"23","127 ANG MO KIO AVE 3","724 ANG MO KIO AVENUE 6 MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6) SINGAPORE 560724","0.341394239397549","4"
"24","126 ANG MO KIO AVE 3","724 ANG MO KIO AVENUE 6 MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6) SINGAPORE 560724","0.324228677868798","4"
"25","403 ANG MO KIO AVE 10","409 ANG MO KIO AVENUE 10 DBS ANG MO KIO AVENUE 10 SINGAPORE 560409","0.179905688461473","3"
"26","404 ANG MO KIO AVE 10","409 ANG MO KIO AVENUE 10 DBS ANG MO KIO AVENUE 10 SINGAPORE 560409","0.135401965136801","3"
"27","405 ANG MO KIO AVE 10","409 ANG MO KIO AVENUE 10 DBS ANG MO KIO AVENUE 10 SINGAPORE 560409","0.21389963930412","3"
"28","417 ANG MO KIO AVE 10","409 ANG MO KIO AVENUE 10 DBS ANG MO KIO AVENUE 10 SINGAPORE 560409","0.24969482097763","4"
"29","418 ANG MO KIO AVE 10","409 ANG MO KIO AVENUE 10 DBS ANG MO KIO AVENUE 10 SINGAPORE 560409","0.287182921408811","4"
"30","419 ANG MO KIO AVE 10","409 ANG MO KIO AVENUE 10 DBS ANG MO KIO AVENUE 10 SINGAPORE 560409","0.321225376035233","4"
"31","441 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.345575831921191","4"
"32","442 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.314986401711478","4"
"33","443 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.269062466732084","4"
"34","444 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.203024106631802","4"
"35","450 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.102855455589722","4"
"36","435 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.246528911772699","5"
"37","433 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.224344957965146","5"
"38","434 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.32589396817011","5"
"39","424 ANG MO KIO AVE 3","341 ANG MO KIO AVENUE 1 DBS ANG MO KIO AVENUE 1 SINGAPORE 560341","0.611577195966507","5"
"40","425 ANG MO KIO AVE 3","527 ANG MO KIO AVENUE 10 CHENG SAN MARKET AND COOKED FOOD CENTRE SINGAPORE 560527","0.514867940569301","5"
"41","466 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.281304477365092","3"
"42","471 ANG MO KIO AVE 10","409 ANG MO KIO AVENUE 10 DBS ANG MO KIO AVENUE 10 SINGAPORE 560409","0.1717879487848","3"
"43","474 ANG MO KIO AVE 10","409 ANG MO KIO AVENUE 10 DBS ANG MO KIO AVENUE 10 SINGAPORE 560409","0.296570986293916","4"
"44","570 ANG MO KIO AVE 3","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.17071970672185","3"
"45","586 ANG MO KIO AVE 3","527 ANG MO KIO AVENUE 10 CHENG SAN MARKET AND COOKED FOOD CENTRE SINGAPORE 560527","0.296564571852491","5"
"46","465 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.246245903863922","3"
"47","463 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.191416784746758","3"
"48","564 ANG MO KIO AVE 3","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.38261030905215","3"
"49","560 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.425428102090048","3"
"50","558 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.458125302085348","2"
"51","559 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.348435806281851","3"
"52","538 ANG MO KIO AVE 5","527 ANG MO KIO AVENUE 10 CHENG SAN MARKET AND COOKED FOOD CENTRE SINGAPORE 560527","0.337489397022272","3"
"53","534 ANG MO KIO AVE 10","527 ANG MO KIO AVENUE 10 CHENG SAN MARKET AND COOKED FOOD CENTRE SINGAPORE 560527","0.146784557509112","3"
"54","601 ANG MO KIO AVE 5","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.611701836762753","1"
"55","603 ANG MO KIO AVE 5","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.549261166198894","1"
"56","604 ANG MO KIO AVE 5","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.532475349009377","1"
"57","608 ANG MO KIO AVE 5","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.506931999336353","1"
"58","611 ANG MO KIO AVE 5","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.480845119691443","1"
"59","505 ANG MO KIO AVE 8","724 ANG MO KIO AVENUE 6 MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6) SINGAPORE 560724","0.510263663504037","2"
"60","503 ANG MO KIO AVE 5","724 ANG MO KIO AVENUE 6 MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6) SINGAPORE 560724","0.45529221843932","2"
"61","610 ANG MO KIO AVE 4","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.241322470525203","1"
"62","607 ANG MO KIO AVE 4","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.209729359345446","1"
"63","524 ANG MO KIO AVE 5","527 ANG MO KIO AVENUE 10 CHENG SAN MARKET AND COOKED FOOD CENTRE SINGAPORE 560527","0.171365019155409","3"
"64","513 ANG MO KIO AVE 8","724 ANG MO KIO AVENUE 6 MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6) SINGAPORE 560724","0.414651374660088","3"
"65","643 ANG MO KIO AVE 5","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.387622141203729","2"
"66","542 ANG MO KIO AVE 10","527 ANG MO KIO AVENUE 10 CHENG SAN MARKET AND COOKED FOOD CENTRE SINGAPORE 560527","0.269896142316593","2"
"67","548 ANG MO KIO AVE 10","527 ANG MO KIO AVENUE 10 CHENG SAN MARKET AND COOKED FOOD CENTRE SINGAPORE 560527","0.288459528505645","2"
"68","550 ANG MO KIO AVE 10","527 ANG MO KIO AVENUE 10 CHENG SAN MARKET AND COOKED FOOD CENTRE SINGAPORE 560527","0.427241758367707","2"
"69","639 ANG MO KIO AVE 6","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.235482338772574","2"
"70","637 ANG MO KIO AVE 6","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.202286436372365","1"
"71","330 ANG MO KIO AVE 1","341 ANG MO KIO AVENUE 1 DBS ANG MO KIO AVENUE 1 SINGAPORE 560341","0.365395145586055","3"
"72","333 ANG MO KIO AVE 1","409 ANG MO KIO AVENUE 10 DBS ANG MO KIO AVENUE 10 SINGAPORE 560409","0.434461360727955","3"
"73","156 ANG MO KIO AVE 4","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.616087345604248","4"
"74","152 ANG MO KIO AVE 5","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.481504905065438","2"
"75","178 ANG MO KIO AVE 4","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.666675820938166","2"
"76","180 ANG MO KIO AVE 5","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.542131344310483","1"
"77","209 ANG MO KIO AVE 3","226H ANG MO KIO STREET 22 KEBUN BARU FOOD CENTRE SINGAPORE 568226","0.401100377739212","4"
"78","231 ANG MO KIO AVE 3","226D ANG MO KIO AVENUE 1 KEBUN BARU MARKET AND FOOD CENTRE SINGAPORE 564226","0.265313248484302","2"
"79","254 ANG MO KIO AVE 4","226D ANG MO KIO AVENUE 1 KEBUN BARU MARKET AND FOOD CENTRE SINGAPORE 564226","0.623286205380333","3"
"80","103 ANG MO KIO AVE 3","226H ANG MO KIO STREET 22 KEBUN BARU FOOD CENTRE SINGAPORE 568226","0.437643081756117","3"
"81","105 ANG MO KIO AVE 4","226D ANG MO KIO AVENUE 1 KEBUN BARU MARKET AND FOOD CENTRE SINGAPORE 564226","0.636186420202833","4"
"82","344 ANG MO KIO AVE 3","341 ANG MO KIO AVENUE 1 DBS ANG MO KIO AVENUE 1 SINGAPORE 560341","0.478877489148822","5"
"83","324 ANG MO KIO AVE 3","724 ANG MO KIO AVENUE 6 MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6) SINGAPORE 560724","0.429285859822875","5"
"84","120 ANG MO KIO AVE 3","724 ANG MO KIO AVENUE 6 MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6) SINGAPORE 560724","0.318453094784256","4"
"85","124 ANG MO KIO AVE 6","724 ANG MO KIO AVENUE 6 MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6) SINGAPORE 560724","0.240650293733781","4"
"86","414 ANG MO KIO AVE 10","409 ANG MO KIO AVENUE 10 DBS ANG MO KIO AVENUE 10 SINGAPORE 560409","0.207144417438863","4"
"87","438 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.30798572379199","4"
"88","427 ANG MO KIO AVE 3","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.233777706506474","5"
"89","428 ANG MO KIO AVE 3","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.230183948459147","5"
"90","473 ANG MO KIO AVE 10","409 ANG MO KIO AVENUE 10 DBS ANG MO KIO AVENUE 10 SINGAPORE 560409","0.170468409810237","3"
"91","573 ANG MO KIO AVE 3","527 ANG MO KIO AVENUE 10 CHENG SAN MARKET AND COOKED FOOD CENTRE SINGAPORE 560527","0.249421327782616","4"
"92","585 ANG MO KIO AVE 3","527 ANG MO KIO AVENUE 10 CHENG SAN MARKET AND COOKED FOOD CENTRE SINGAPORE 560527","0.335771941086269","5"
"93","456 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.282811290218301","5"
"94","544 ANG MO KIO AVE 10","527 ANG MO KIO AVENUE 10 CHENG SAN MARKET AND COOKED FOOD CENTRE SINGAPORE 560527","0.260157319716598","2"
"95","640 ANG MO KIO AVE 6","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.348048687999818","2"
"96","638 ANG MO KIO AVE 6","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.332076463269566","2"
"97","646 ANG MO KIO AVE 6","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.391388875990113","2"
"98","150 ANG MO KIO AVE 5","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.490437683253247","2"
"99","179 ANG MO KIO AVE 5","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.668947194805745","2"
"100","336 ANG MO KIO AVE 1","409 ANG MO KIO AVENUE 10 DBS ANG MO KIO AVENUE 10 SINGAPORE 560409","0.408583317540072","3"
"101","335 ANG MO KIO AVE 1","341 ANG MO KIO AVENUE 1 DBS ANG MO KIO AVENUE 1 SINGAPORE 560341","0.30038288357904","3"
"102","401 ANG MO KIO AVE 10","409 ANG MO KIO AVENUE 10 DBS ANG MO KIO AVENUE 10 SINGAPORE 560409","0.189742867516552","3"
"103","439 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.386114955707887","4"
"104","430 ANG MO KIO AVE 3","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.409164240287584","5"
"105","460 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.373519791547569","5"
"106","459 ANG MO KIO AVE 10","453A ANG MO KIO AVENUE 10 CHONG BOON MARKET AND FOOD CENTRE SINGAPORE 561453","0.362372574582774","5"
"107","716 ANG MO KIO AVE 6","724 ANG MO KIO AVENUE 6 MARKET & HAWKER CENTRE (BLK 724 ANG MO KIO AVE 6) SINGAPORE 560724","0.105257069291113","5"
"108","545 ANG MO KIO AVE 10","527 ANG MO KIO AVENUE 10 CHENG SAN MARKET AND COOKED FOOD CENTRE SINGAPORE 560527","0.20935357208949","2"
"109","620 ANG MO KIO AVE 9","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.201646431445053","1"
"110","622 ANG MO KIO AVE 9","628 ANG MO KIO AVENUE 4 ANG MO KIO 628 MARKET SINGAPORE 560628","0.155220727376406","1"
"111","259 ANG MO KIO AVE 2","590 UPPER THOMSON ROAD SEMBAWANG HILLS FOOD CENTRE SINGAPORE 574419","0.503020838617821","3"
"112","101 ANG MO KIO AVE 3","226H ANG MO KIO STREET 22 KEBUN BARU FOOD CENTRE SINGAPORE 568226","0.351662703281433","3"
"113","620 BEDOK RESERVOIR RD","630 BEDOK RESERVOIR ROAD PASAR MAKAN @ RESERVOIR SINGAPORE 470630","0.428748624886399","2"
"114","534 BEDOK NTH ST 3","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.109934090811033","2"
"115","18 BEDOK STH RD","16 BEDOK SOUTH ROAD MARKET & HAWKER CENTRE (BLK 16 BEDOK SOUTH ROAD) SINGAPORE 460016","0.0834430212330408","4"
"116","28 NEW UPP CHANGI RD","16 BEDOK SOUTH ROAD MARKET & HAWKER CENTRE (BLK 16 BEDOK SOUTH ROAD) SINGAPORE 460016","0.359488754770574","4"
"117","29 NEW UPP CHANGI RD","16 BEDOK SOUTH ROAD MARKET & HAWKER CENTRE (BLK 16 BEDOK SOUTH ROAD) SINGAPORE 460016","0.396791849552033","5"
"118","30 NEW UPP CHANGI RD","16 BEDOK SOUTH ROAD MARKET & HAWKER CENTRE (BLK 16 BEDOK SOUTH ROAD) SINGAPORE 460016","0.353057496710187","5"
"119","75 BEDOK NTH RD","58 NEW UPPER CHANGI ROAD MARKET & HAWKER CENTRE (BLK 58 NEW UPPER CHANGI ROAD) SINGAPORE 461058","0.428705902728414","3"
"120","76 BEDOK NTH RD","58 NEW UPPER CHANGI ROAD MARKET & HAWKER CENTRE (BLK 58 NEW UPPER CHANGI ROAD) SINGAPORE 461058","0.46784488935147","3"
"121","501 BEDOK NTH ST 3","511 BEDOK NORTH STREET 3 KAKI BUKIT 511 MARKET AND FOOD CENTRE SINGAPORE 460511","0.187510220764184","5"
"122","502 BEDOK NTH ST 3","511 BEDOK NORTH STREET 3 KAKI BUKIT 511 MARKET AND FOOD CENTRE SINGAPORE 460511","0.231885276890275","5"
"123","503 BEDOK NTH ST 3","511 BEDOK NORTH STREET 3 KAKI BUKIT 511 MARKET AND FOOD CENTRE SINGAPORE 460511","0.284788365045883","5"
"124","504 BEDOK NTH ST 3","511 BEDOK NORTH STREET 3 KAKI BUKIT 511 MARKET AND FOOD CENTRE SINGAPORE 460511","0.250454423091643","5"
"125","2 BEDOK STH AVE 1","16 BEDOK SOUTH ROAD MARKET & HAWKER CENTRE (BLK 16 BEDOK SOUTH ROAD) SINGAPORE 460016","0.257833796252449","4"
"126","20 CHAI CHEE RD","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.673360096967599","2"
"127","21 CHAI CHEE RD","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.741517496790148","2"
"128","59 CHAI CHEE RD","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.935693406341646","1"
"129","58 CHAI CHEE DR","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.872653204981515","2"
"130","55 CHAI CHEE DR","630 BEDOK RESERVOIR ROAD PASAR MAKAN @ RESERVOIR SINGAPORE 470630","0.85043361534446","2"
"131","22 BEDOK STH AVE 1","208B NEW UPPER CHANGI ROAD HAWKER CENTRE (BLK 208B NEW UPPER CHANGI ROAD) SINGAPORE 462208","0.334126953407004","4"
"132","105 BEDOK NTH AVE 4","85 BEDOK NORTH STREET 4 FENGSHAN CENTRE SINGAPORE 460085","0.315143762974923","3"
"133","104 BEDOK NTH AVE 4","85 BEDOK NORTH STREET 4 FENGSHAN CENTRE SINGAPORE 460085","0.280888268782563","3"
"134","107 BEDOK NTH RD","85 BEDOK NORTH STREET 4 FENGSHAN CENTRE SINGAPORE 460085","0.276766217385445","3"
"135","110 BEDOK NTH RD","85 BEDOK NORTH STREET 4 FENGSHAN CENTRE SINGAPORE 460085","0.438014080420814","4"
"136","69 BEDOK STH AVE 3","58 NEW UPPER CHANGI ROAD MARKET & HAWKER CENTRE (BLK 58 NEW UPPER CHANGI ROAD) SINGAPORE 461058","0.607793549726113","2"
"137","33 BEDOK STH AVE 2","58 NEW UPPER CHANGI ROAD MARKET & HAWKER CENTRE (BLK 58 NEW UPPER CHANGI ROAD) SINGAPORE 461058","0.269497377100351","4"
"138","46 BEDOK STH AVE 3","58 NEW UPPER CHANGI ROAD MARKET & HAWKER CENTRE (BLK 58 NEW UPPER CHANGI ROAD) SINGAPORE 461058","0.231831014060403","3"
"139","117 BEDOK NTH RD","85 BEDOK NORTH STREET 4 FENGSHAN CENTRE SINGAPORE 460085","0.153333420552971","4"
"140","116 BEDOK NTH RD","85 BEDOK NORTH STREET 4 FENGSHAN CENTRE SINGAPORE 460085","0.135662160555163","4"
"141","115 BEDOK NTH RD","85 BEDOK NORTH STREET 4 FENGSHAN CENTRE SINGAPORE 460085","0.221124204320856","4"
"142","125 BEDOK NTH RD","85 BEDOK NORTH STREET 4 FENGSHAN CENTRE SINGAPORE 460085","0.354162271352565","3"
"143","124 BEDOK NTH RD","85 BEDOK NORTH STREET 4 FENGSHAN CENTRE SINGAPORE 460085","0.307245391821095","3"
"144","128 BEDOK NTH ST 2","58 NEW UPPER CHANGI ROAD MARKET & HAWKER CENTRE (BLK 58 NEW UPPER CHANGI ROAD) SINGAPORE 461058","0.459215599547888","5"
"145","129 BEDOK NTH ST 2","85 BEDOK NORTH STREET 4 FENGSHAN CENTRE SINGAPORE 460085","0.502176447307319","5"
"146","138 BEDOK NTH ST 2","85 BEDOK NORTH STREET 4 FENGSHAN CENTRE SINGAPORE 460085","0.349481356063512","5"
"147","87 BEDOK NTH ST 4","85 BEDOK NORTH STREET 4 FENGSHAN CENTRE SINGAPORE 460085","0.0589732866219392","4"
"148","100 BEDOK NTH AVE 4","85 BEDOK NORTH STREET 4 FENGSHAN CENTRE SINGAPORE 460085","0.263371663084863","2"
"149","412 BEDOK NTH AVE 2","216 BEDOK NORTH STREET 1 MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1) SINGAPORE 460216","0.34291446555727","5"
"150","402 BEDOK NTH AVE 3","216 BEDOK NORTH STREET 1 MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1) SINGAPORE 460216","0.392211043683022","4"
"151","401 BEDOK NTH AVE 3","511 BEDOK NORTH STREET 3 KAKI BUKIT 511 MARKET AND FOOD CENTRE SINGAPORE 460511","0.418651872572533","4"
"152","425 BEDOK NTH RD","511 BEDOK NORTH STREET 3 KAKI BUKIT 511 MARKET AND FOOD CENTRE SINGAPORE 460511","0.460544888791503","4"
"153","416 BEDOK NTH AVE 2","216 BEDOK NORTH STREET 1 MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1) SINGAPORE 460216","0.318997153991029","5"
"154","418 BEDOK NTH AVE 2","216 BEDOK NORTH STREET 1 MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1) SINGAPORE 460216","0.3915310514681","4"
"155","424 BEDOK NTH AVE 1","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.515993678900989","4"
"156","419 BEDOK NTH ST 1","208B NEW UPPER CHANGI ROAD HAWKER CENTRE (BLK 208B NEW UPPER CHANGI ROAD) SINGAPORE 462208","0.364015642083649","4"
"157","136 BEDOK NTH AVE 3","216 BEDOK NORTH STREET 1 MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1) SINGAPORE 460216","0.253902815870529","6"
"158","529 BEDOK NTH ST 3","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.325269048854962","2"
"159","510 BEDOK NTH ST 3","511 BEDOK NORTH STREET 3 KAKI BUKIT 511 MARKET AND FOOD CENTRE SINGAPORE 460511","0.0987879168805515","5"
"160","525 BEDOK NTH ST 3","511 BEDOK NORTH STREET 3 KAKI BUKIT 511 MARKET AND FOOD CENTRE SINGAPORE 460511","0.199075177530506","3"
"161","202 BEDOK NTH ST 1","208B NEW UPPER CHANGI ROAD HAWKER CENTRE (BLK 208B NEW UPPER CHANGI ROAD) SINGAPORE 462208","0.303089817974449","4"
"162","218 BEDOK NTH ST 1","216 BEDOK NORTH STREET 1 MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1) SINGAPORE 460216","0.124380768913964","6"
"163","213 BEDOK NTH ST 1","216 BEDOK NORTH STREET 1 MARKET & HAWKER CENTRE (BLK 216 BEDOK NORTH STREET 1) SINGAPORE 460216","0.103849824715076","6"
"164","532 BEDOK NTH ST 3","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.251362371513056","2"
"165","533 BEDOK NTH ST 3","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.174273137679416","2"
"166","536 BEDOK NTH ST 3","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.228618815749161","2"
"167","537 BEDOK NTH ST 3","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.0539212747199171","2"
"168","44 CHAI CHEE ST","538 BEDOK NORTH STREET 3 MARKET & HAWKER CENTRE (BLK 538 BEDOK NORTH STREET 3) SINGAPORE 460538","0.359256049054268","4"
