"","Address","nearest_hospital","dist_to_nearest_hospital","hospitals_1km"
"34","444 ANG MO KIO AVE 10","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.57488451392573","0"
"35","450 ANG MO KIO AVE 10","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.41231157936712","0"
"36","435 ANG MO KIO AVE 10","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.38272806108903","0"
"37","433 ANG MO KIO AVE 10","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.36139949538943","0"
"38","434 ANG MO KIO AVE 10","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.3126560906287","0"
"39","424 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.07292237466648","0"
"40","425 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.07854438952307","0"
"41","466 ANG MO KIO AVE 10","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.43915183778303","0"
"42","471 ANG MO KIO AVE 10","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.56327271325897","0"
"43","474 ANG MO KIO AVE 10","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.46050568585507","0"
"44","570 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.35913359842519","0"
"45","586 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.11107304575225","0"
"46","465 ANG MO KIO AVE 10","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.4124651404742","0"
"47","463 ANG MO KIO AVE 10","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.36035246000707","0"
"48","564 ANG MO KIO AVE 3","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.09198439237048","0"
"49","560 ANG MO KIO AVE 10","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.10557560106508","0"
"50","558 ANG MO KIO AVE 10","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.1030554046743","0"
"51","559 ANG MO KIO AVE 10","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.25279642771729","0"
"52","538 ANG MO KIO AVE 5","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.72343951686102","0"
"53","534 ANG MO KIO AVE 10","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.89533954289159","0"
"54","601 ANG MO KIO AVE 5","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.669264284186213","1"
"55","603 ANG MO KIO AVE 5","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.665425445561265","1"
"56","604 ANG MO KIO AVE 5","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.67174071689569","1"
"57","608 ANG MO KIO AVE 5","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.725593727744057","1"
"58","611 ANG MO KIO AVE 5","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.725139072816981","1"
"59","505 ANG MO KIO AVE 8","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.49864644063308","0"
"60","503 ANG MO KIO AVE 5","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.34928728549358","0"
"61","610 ANG MO KIO AVE 4","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.531827408045843","1"
"62","607 ANG MO KIO AVE 4","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.430902878822864","1"
"63","524 ANG MO KIO AVE 5","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.84297188555272","0"
"64","513 ANG MO KIO AVE 8","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.66498526689186","0"
"65","643 ANG MO KIO AVE 5","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.725391100073313","1"
"66","542 ANG MO KIO AVE 10","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.01268170475425","0"
"67","548 ANG MO KIO AVE 10","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.23121860589792","0"
"68","550 ANG MO KIO AVE 10","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.21760960709757","0"
"69","639 ANG MO KIO AVE 6","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.511675692387723","1"
"70","637 ANG MO KIO AVE 6","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.462892014000968","1"
"71","330 ANG MO KIO AVE 1","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.68071890548449","0"
"72","333 ANG MO KIO AVE 1","820 THOMSON ROAD 24-HOUR WALK-IN CLINIC (MOUNT ALVERNIA HOSPITAL) SINGAPORE 574623","2.69830420009913","0"
"73","156 ANG MO KIO AVE 4","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.950005093132319","1"
"74","152 ANG MO KIO AVE 5","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.816468940484264","1"
"75","178 ANG MO KIO AVE 4","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.94622485932951","1"
"76","180 ANG MO KIO AVE 5","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.846965577822136","1"
"77","209 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.70661904991891","0"
"78","231 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.7494209959888","0"
"79","254 ANG MO KIO AVE 4","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.66232650040906","0"
"80","103 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.45219312686707","0"
"81","105 ANG MO KIO AVE 4","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.33870314714089","0"
"82","344 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.04258920236417","0"
"83","324 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.89100672137588","0"
"84","120 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.62532494800435","0"
"85","124 ANG MO KIO AVE 6","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.54165725731299","0"
"86","414 ANG MO KIO AVE 10","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.70007999184464","0"
"87","438 ANG MO KIO AVE 10","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.42403363230918","0"
"88","427 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.27507744085901","0"
"89","428 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.29460098681177","0"
"90","473 ANG MO KIO AVE 10","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.5660836275638","0"
"91","573 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.1992191877672","0"
"92","585 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.00477352907935","0"
"93","456 ANG MO KIO AVE 10","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.22819746601628","0"
"94","544 ANG MO KIO AVE 10","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.11435924397933","0"
"95","640 ANG MO KIO AVE 6","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.572426278589955","1"
"96","638 ANG MO KIO AVE 6","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.532345179963725","1"
"97","646 ANG MO KIO AVE 6","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.63937960978267","1"
"98","150 ANG MO KIO AVE 5","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.823940572413702","1"
"99","179 ANG MO KIO AVE 5","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.916200066592662","1"
"100","336 ANG MO KIO AVE 1","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.60530602128334","0"
"101","335 ANG MO KIO AVE 1","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.58630170560982","0"
"102","401 ANG MO KIO AVE 10","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.80780468201763","0"
"103","439 ANG MO KIO AVE 10","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.45618758497566","0"
"104","430 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.1688848133608","0"
"105","460 ANG MO KIO AVE 10","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.20285682113519","0"
"106","459 ANG MO KIO AVE 10","5 LORONG NAPIRI SINGAPORE GENERAL HOSPITAL REHABILITATION MEDICINE SINGAPORE 547530","2.15477563830216","0"
"107","716 ANG MO KIO AVE 6","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.52497997376653","0"
"108","545 ANG MO KIO AVE 10","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","2.14532929576","0"
"109","620 ANG MO KIO AVE 9","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.197480836421707","1"
"110","622 ANG MO KIO AVE 9","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","0.22811952072476","1"
"111","259 ANG MO KIO AVE 2","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.97790040836075","0"
"112","101 ANG MO KIO AVE 3","17 ANG MO KIO AVENUE 9 DBS ANG MO KIO COMMUNITY HOSPITAL SINGAPORE 569766","1.53470522683024","0"
"113","620 BEDOK RESERVOIR RD","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.325361526751","0"
"114","534 BEDOK NTH ST 3","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.62679727482898","0"
"115","18 BEDOK STH RD","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.76827411582063","0"
"116","28 NEW UPP CHANGI RD","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.48178581676963","0"
"117","29 NEW UPP CHANGI RD","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.36440027654837","0"
"118","30 NEW UPP CHANGI RD","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.39685916346232","0"
"119","75 BEDOK NTH RD","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","1.63706413342807","0"
"120","76 BEDOK NTH RD","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","1.6046046179761","0"
"121","501 BEDOK NTH ST 3","8 SIMEI STREET 3 SAINT ANDREW'S COMMUNITY HOSPITAL SINGAPORE 529895","2.25852110042155","0"
"122","502 BEDOK NTH ST 3","8 SIMEI STREET 3 SAINT ANDREW'S COMMUNITY HOSPITAL SINGAPORE 529895","2.27331705362261","0"
"123","503 BEDOK NTH ST 3","8 SIMEI STREET 3 SAINT ANDREW'S COMMUNITY HOSPITAL SINGAPORE 529895","2.14317526404976","0"
"124","504 BEDOK NTH ST 3","8 SIMEI STREET 3 SAINT ANDREW'S COMMUNITY HOSPITAL SINGAPORE 529895","2.12766550028042","0"
"125","2 BEDOK STH AVE 1","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.75298303512145","0"
"126","20 CHAI CHEE RD","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","1.94827897545194","0"
"127","21 CHAI CHEE RD","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","1.87380664261557","0"
"128","59 CHAI CHEE RD","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","1.62478629360839","0"
"129","58 CHAI CHEE DR","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","1.66456581695189","0"
"130","55 CHAI CHEE DR","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","1.68632393041163","0"
"131","22 BEDOK STH AVE 1","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.71193577535583","0"
"132","105 BEDOK NTH AVE 4","8 SIMEI STREET 3 SAINT ANDREW'S COMMUNITY HOSPITAL SINGAPORE 529895","1.62914608813127","0"
"133","104 BEDOK NTH AVE 4","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","1.64726213662166","0"
"134","107 BEDOK NTH RD","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","1.73254463430959","0"
"135","110 BEDOK NTH RD","8 SIMEI STREET 3 SAINT ANDREW'S COMMUNITY HOSPITAL SINGAPORE 529895","1.85971992759001","0"
"136","69 BEDOK STH AVE 3","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.4619144294495","0"
"137","33 BEDOK STH AVE 2","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.29459858359551","0"
"138","46 BEDOK STH AVE 3","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.28162860324881","0"
"139","117 BEDOK NTH RD","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","1.65153726681295","0"
"140","116 BEDOK NTH RD","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","1.66120616732331","0"
"141","115 BEDOK NTH RD","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","1.73651566463607","0"
"142","125 BEDOK NTH RD","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","1.74759146272518","0"
"143","124 BEDOK NTH RD","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","1.7186956607925","0"
"144","128 BEDOK NTH ST 2","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","1.85024734775395","0"
"145","129 BEDOK NTH ST 2","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","1.93568684888282","0"
"146","138 BEDOK NTH ST 2","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","1.87964696944245","0"
"147","87 BEDOK NTH ST 4","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","1.51179295293289","0"
"148","100 BEDOK NTH AVE 4","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","1.35449007320475","0"
"149","412 BEDOK NTH AVE 2","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.40274509958899","0"
"150","402 BEDOK NTH AVE 3","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.08340527685647","0"
"151","401 BEDOK NTH AVE 3","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.06581742766371","0"
"152","425 BEDOK NTH RD","8 SIMEI STREET 3 SAINT ANDREW'S COMMUNITY HOSPITAL SINGAPORE 529895","2.58885045561253","0"
"153","416 BEDOK NTH AVE 2","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.49400761205905","0"
"154","418 BEDOK NTH AVE 2","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.54512165385989","0"
"155","424 BEDOK NTH AVE 1","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.49959288841975","0"
"156","419 BEDOK NTH ST 1","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.46918601749093","0"
"157","136 BEDOK NTH AVE 3","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.10862303741642","0"
"158","529 BEDOK NTH ST 3","8 SIMEI STREET 3 SAINT ANDREW'S COMMUNITY HOSPITAL SINGAPORE 529895","2.61096828692313","0"
"159","510 BEDOK NTH ST 3","8 SIMEI STREET 3 SAINT ANDREW'S COMMUNITY HOSPITAL SINGAPORE 529895","2.28740802892487","0"
"160","525 BEDOK NTH ST 3","8 SIMEI STREET 3 SAINT ANDREW'S COMMUNITY HOSPITAL SINGAPORE 529895","2.2937830687805","0"
"161","202 BEDOK NTH ST 1","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.3809644503413","0"
"162","218 BEDOK NTH ST 1","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.23849476242923","0"
"163","213 BEDOK NTH ST 1","2 SIMEI STREET 3 DBS CHANGI GENERAL HOSPITAL SINGAPORE 529889","2.45874300508621","0"
"164","532 BEDOK NTH ST 3","8 SIMEI STREET 3 SAINT ANDREW'S COMMUNITY HOSPITAL SINGAPORE 529895","2.73591190258506","0"
"165","533 BEDOK NTH ST 3","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.6329567280648","0"
"166","536 BEDOK NTH ST 3","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.55903142482683","0"
"167","537 BEDOK NTH ST 3","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.48119708193221","0"
"168","44 CHAI CHEE ST","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.38151379335598","0"
"169","540 BEDOK NTH ST 3","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.27209569074848","0"
"170","702 BEDOK RESERVOIR RD","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.67540560035612","0"
"171","615 BEDOK RESERVOIR RD","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.03268146968733","0"
"172","712 BEDOK RESERVOIR RD","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.7397334884338","0"
"173","50 CHAI CHEE ST","321 JOO CHIAT PLACE DBS EAST SHORE HOSPITAL SINGAPORE 427990","2.14163093559146","0"
